,Airline,Date_of_Journey,Source,Destination,Route,Total_Stops,Additional_Info,Price,journey_year,journey_month,journey_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hr,duration_min
4967,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,17057,2019,3,3,8,0,21,0,13,0
4968,IndiGo,2019-03-04,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,3480,2019,3,4,19,20,23,45,4,25
4969,SpiceJet,2019-03-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,3,5,9,30,12,20,2,50
4970,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14178,2019,9,6,6,30,4,40,22,10
4971,SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,1 stop,No check-in baggage included,4760,2019,6,24,8,45,13,15,4,30
4972,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,1,4,20,25,9,45,13,20
4973,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,12681,2019,1,4,20,0,16,20,20,20
4974,Jet Airways,2019-03-04,Delhi,Cochin,DEL → COK,non-stop,In-flight meal not included,4886,2019,3,4,11,0,14,15,3,15
4975,Air Asia,2019-06-21,Kolkata,Banglore,CCU → BLR,non-stop,No info,3807,2019,6,21,10,20,12,55,2,35
4976,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,5,18,4,40,7,15,2,35
4977,IndiGo,2019-09-03,Banglore,New Delhi,BLR → HYD → DEL,1 stop,No info,5694,2019,9,3,7,30,12,20,4,50
4978,Multiple carriers,2019-05-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10197,2019,5,24,9,0,19,0,10,0
4979,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,No info,4077,2019,6,15,23,30,2,20,2,50
4980,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,1,5,6,30,18,15,11,45
4981,IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,5224,2019,9,5,11,30,14,5,2,35
4982,IndiGo,2019-04-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,4,24,21,25,0,5,2,40
4983,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,5,21,6,30,4,40,22,10
4984,Air India,2019-05-21,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,7662,2019,5,21,12,0,13,15,25,15
4985,Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,18550,2019,3,3,9,55,18,50,8,55
4986,Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8610,2019,12,6,17,0,23,25,6,25
4987,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,1,5,7,10,10,10,3,0
4988,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → AMD → BLR,2 stops,No info,12009,2019,6,6,10,0,5,25,19,25
4989,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,5,18,17,0,21,5,28,5
4990,Air India,2019-09-04,Delhi,Cochin,DEL → COK,non-stop,No info,4729,2019,9,4,5,10,8,0,2,50
4991,Air India,2019-03-03,Delhi,Cochin,DEL → COK,non-stop,No info,7931,2019,3,3,5,10,8,0,2,50
4992,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,21,11,30,12,35,25,5
4993,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16289,2019,9,3,6,50,4,25,21,35
4994,Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,13292,2019,3,6,21,25,19,0,21,35
4995,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7618,2019,5,27,8,0,21,0,13,0
4996,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13377,2019,6,15,18,15,1,30,7,15
4997,Air Asia,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,5192,2019,12,6,7,35,23,30,15,55
4998,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,7268,2019,6,24,11,40,19,15,7,35
4999,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,12384,2019,5,24,20,25,9,45,13,20
5000,IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,non-stop,No info,5694,2019,3,15,4,0,6,50,2,50
5001,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → JDH → DEL,2 stops,No info,16338,2019,3,18,8,55,15,55,7,0
5002,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7198,2019,6,6,13,0,1,30,12,30
5003,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,6540,2019,3,21,8,0,18,50,10,50
5004,Jet Airways,2019-03-06,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,3210,2019,3,6,19,35,21,5,1,30
5005,SpiceJet,2019-06-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,3873,2019,6,18,6,55,9,30,2,35
5006,Air Asia,2019-04-21,Banglore,Delhi,BLR → DEL,non-stop,No info,4483,2019,4,21,11,10,13,55,2,45
5007,Air Asia,2019-05-15,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6752,2019,5,15,16,45,22,25,5,40
5008,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,12,4,7,10,10,5,2,55
5009,Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,10203,2019,6,5,20,30,8,55,12,25
5010,SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,3873,2019,5,18,22,20,0,40,2,20
5011,SpiceJet,2019-03-27,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2017,2019,3,27,13,10,14,30,1,20
5012,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,6,6,8,25,4,40,20,15
5013,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,1 Long layover,31825,2019,1,3,22,50,10,25,11,35
5014,Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,16057,2019,5,15,10,0,13,45,27,45
5015,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,6,2,15,4,25,26,10
5016,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6593,2019,1,6,20,25,1,30,5,5
5017,SpiceJet,2019-06-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3971,2019,6,24,21,10,0,5,2,55
5018,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16289,2019,9,3,19,15,18,50,23,35
5019,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,9314,2019,1,5,9,35,9,45,24,10
5020,Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4030,2019,5,21,17,45,20,45,3,0
5021,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13587,2019,12,6,14,0,21,0,7,0
5022,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,9314,2019,1,5,20,25,18,0,21,35
5023,Air Asia,2019-06-15,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6253,2019,6,15,20,45,7,10,10,25
5024,Air Asia,2019-04-15,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,5192,2019,4,15,7,35,23,30,15,55
5025,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,2 stops,No info,16372,2019,1,5,9,25,13,45,28,20
5026,Vistara,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No info,5403,2019,4,24,11,30,14,20,2,50
5027,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11200,2019,3,27,11,30,18,50,7,20
5028,IndiGo,2019-12-06,Chennai,Kolkata,MAA → CCU,non-stop,No info,3858,2019,12,6,11,35,14,0,2,25
5029,IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,6,4,15,30,18,5,2,35
5030,Air India,2019-04-27,Delhi,Cochin,DEL → COK,non-stop,No info,5411,2019,4,27,18,5,21,10,3,5
5031,IndiGo,2019-05-15,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3175,2019,5,15,16,55,18,25,1,30
5032,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,non-stop,No info,3858,2019,5,24,14,45,17,5,2,20
5033,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13941,2019,1,5,20,0,4,40,8,40
5034,Air India,2019-06-15,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,12182,2019,6,15,13,15,19,15,30,0
5035,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,non-stop,No info,4990,2019,6,21,16,55,19,55,3,0
5036,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,10539,2019,9,6,20,25,22,5,25,40
5037,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,6860,2019,9,3,10,5,13,0,2,55
5038,Vistara,2019-06-03,Delhi,Cochin,DEL → COK,non-stop,No info,8001,2019,6,3,14,55,17,50,2,55
5039,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,27,22,50,19,0,20,10
5040,Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8085,2019,6,5,17,0,23,25,6,25
5041,IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,6,27,0,25,3,15,2,50
5042,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,15164,2019,1,5,10,0,13,45,27,45
5043,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,6565,2019,3,24,17,15,20,0,2,45
5044,Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,In-flight meal not included,9254,2019,3,27,5,25,18,50,13,25
5045,Air Asia,2019-06-06,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,6857,2019,6,6,6,50,10,30,3,40
5046,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,12140,2019,12,5,7,0,1,20,18,20
5047,SpiceJet,2019-06-06,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,3841,2019,6,6,9,0,11,25,2,25
5048,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,6,5,8,25,19,50,11,25
5049,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8372,2019,5,18,10,0,7,40,21,40
5050,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,3 stops,No info,8607,2019,1,4,16,45,23,15,30,30
5051,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13587,2019,6,24,10,0,21,0,11,0
5052,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15554,2019,5,18,20,55,4,25,7,30
5053,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,21,10,19,50,22,40
5054,IndiGo,2019-05-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,4392,2019,5,24,12,0,13,30,1,30
5055,Air India,2019-05-27,Banglore,Delhi,BLR → DEL,non-stop,No info,6961,2019,5,27,17,0,19,45,2,45
5056,Air India,2019-05-18,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,8907,2019,5,18,9,45,23,0,13,15
5057,IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,6,15,8,35,22,30,13,55
5058,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,5,15,14,5,23,35,9,30
5059,Air India,2019-05-15,Delhi,Cochin,DEL → JDH → BOM → COK,2 stops,No info,13486,2019,5,15,12,55,19,15,30,20
5060,Air India,2019-06-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3100,2019,6,6,19,30,20,45,1,15
5061,Jet Airways,2019-06-03,Delhi,Cochin,DEL → UDR → BOM → COK,2 stops,In-flight meal not included,15812,2019,6,3,17,55,4,25,34,30
5062,Air India,2019-04-24,Delhi,Cochin,DEL → COK,non-stop,No info,5201,2019,4,24,18,5,21,10,3,5
5063,IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,9413,2019,3,3,7,35,21,20,13,45
5064,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,13591,2019,6,6,20,15,19,15,23,0
5065,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5678,2019,1,6,2,55,4,20,1,25
5066,Air India,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,1 stop,No info,6781,2019,3,3,8,15,23,10,14,55
5067,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,7832,2019,3,21,18,40,11,25,16,45
5068,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,14053,2019,9,3,16,0,18,50,26,50
5069,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,10703,2019,9,5,20,25,9,45,13,20
5070,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13727,2019,5,15,17,30,1,30,8,0
5071,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7408,2019,6,24,13,0,21,0,8,0
5072,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,20800,2019,1,3,14,5,11,25,21,20
5073,Air India,2019-03-06,Delhi,Cochin,DEL → UDR → BOM → COK,2 stops,No info,11911,2019,3,6,13,20,7,40,18,20
5074,Vistara,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,5403,2019,3,4,7,0,9,40,2,40
5075,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,13469,2019,6,6,9,35,19,10,9,35
5076,Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,In-flight meal not included,11270,2019,6,6,21,25,12,35,15,10
5077,Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6152,2019,6,24,20,45,6,35,9,50
5078,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12452,2019,3,27,8,0,4,25,20,25
5079,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,15,16,30,16,20,23,50
5080,IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,8216,2019,5,18,11,55,22,30,10,35
5081,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13626,2019,12,6,6,30,19,50,13,20
5082,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,7084,2019,6,3,7,5,21,20,14,15
5083,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7575,2019,9,5,4,55,19,15,14,20
5084,Air India,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,1 stop,No info,6781,2019,3,3,8,15,8,50,24,35
5085,Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,6478,2019,6,6,7,10,10,10,3,0
5086,SpiceJet,2019-03-15,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,2385,2019,3,15,5,45,7,5,1,20
5087,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9385,2019,5,18,13,0,21,0,8,0
5088,GoAir,2019-04-18,Banglore,Delhi,BLR → DEL,non-stop,No info,5048,2019,4,18,7,45,10,40,2,55
5089,IndiGo,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5058,2019,12,6,20,25,1,30,5,5
5090,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11269,2019,3,21,6,0,13,20,7,20
5091,Multiple carriers,2019-09-04,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7363,2019,9,4,19,0,1,30,6,30
5092,Air India,2019-09-03,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,11762,2019,9,3,21,30,19,15,21,45
5093,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15764,2019,6,3,15,5,4,25,13,20
5094,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,12,6,10,0,4,25,18,25
5095,Jet Airways,2019-03-06,Delhi,Cochin,DEL → NAG → BOM → COK,2 stops,In-flight meal not included,10919,2019,3,6,14,35,12,35,22,0
5096,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,15,17,30,19,0,25,30
5097,Air India,2019-06-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,2 stops,No info,11883,2019,6,5,5,50,23,15,17,25
5098,SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,non-stop,No info,3847,2019,3,21,22,20,0,40,2,20
5099,Jet Airways,2019-12-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5678,2019,12,6,19,35,21,5,1,30
5100,Vistara,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8662,2019,12,5,7,10,22,40,15,30
5101,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,27,14,0,4,25,14,25
5102,SpiceJet,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,12,5,21,10,0,5,2,55
5103,Air India,2019-12-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,8991,2019,12,6,17,40,8,15,14,35
5104,SpiceJet,2019-05-15,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,5409,2019,5,15,17,55,22,50,4,55
5105,IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,4,27,8,35,16,10,7,35
5106,Air India,2019-05-24,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,9941,2019,5,24,12,0,21,50,9,50
5107,IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,6494,2019,3,21,6,40,21,20,14,40
5108,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7198,2019,6,24,17,0,1,30,8,30
5109,SpiceJet,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,7110,2019,9,3,5,45,8,35,2,50
5110,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,11087,2019,12,3,18,55,9,30,14,35
5111,IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,9,5,20,20,22,55,2,35
5112,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,6,15,7,10,10,5,2,55
5113,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,12,5,9,35,19,10,9,35
5114,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10791,2019,6,27,6,0,19,0,13,0
5115,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,7980,2019,1,4,7,10,9,5,25,55
5116,Air India,2019-04-27,Delhi,Cochin,DEL → TRV → COK,1 stop,No info,6587,2019,4,27,5,15,6,50,25,35
5117,Vistara,2019-06-05,Chennai,Kolkata,MAA → CCU,non-stop,No info,3687,2019,6,5,7,5,9,20,2,15
5118,Air India,2019-05-15,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13307,2019,5,15,18,45,19,15,24,30
5119,Air India,2019-03-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2050,2019,3,24,15,0,16,25,1,25
5120,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10197,2019,9,5,9,0,19,0,10,0
5121,Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,non-stop,No info,4668,2019,6,24,21,0,23,50,2,50
5122,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,No info,4990,2019,5,24,13,0,15,50,2,50
5123,IndiGo,2019-05-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,4049,2019,5,24,6,25,7,55,1,30
5124,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7933,2019,6,15,9,0,21,0,12,0
5125,IndiGo,2019-06-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,4049,2019,6,5,9,10,10,40,1,30
5126,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,6645,2019,3,27,7,5,4,25,21,20
5127,Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,8040,2019,6,18,8,45,10,15,1,30
5128,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8098,2019,3,21,13,0,1,35,12,35
5129,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,3,6,2,15,19,0,16,45
5130,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,12284,2019,3,18,18,40,7,40,13,0
5131,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,3,6,15,0,19,0,28,0
5132,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4990,2019,12,4,20,0,22,50,2,50
5133,Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → NAG → DEL,2 stops,No info,12568,2019,3,18,17,25,10,35,17,10
5134,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,11841,2019,6,5,14,5,23,35,9,30
5135,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,18371,2019,6,15,2,15,12,35,10,20
5136,SpiceJet,2019-01-03,Banglore,New Delhi,BLR → PNQ → DEL,1 stop,No info,23267,2019,1,3,10,20,18,15,7,55
5137,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,13067,2019,1,5,9,35,23,35,14,0
5138,IndiGo,2019-06-21,Chennai,Kolkata,MAA → CCU,non-stop,No info,5277,2019,6,21,22,5,0,25,2,20
5139,Air India,2019-05-27,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,13879,2019,5,27,17,15,7,40,14,25
5140,IndiGo,2019-09-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,9,4,17,15,19,50,2,35
5141,Air India,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,10178,2019,9,5,19,45,19,15,23,30
5142,Jet Airways,2019-12-06,Delhi,Cochin,DEL → LKO → BOM → COK,2 stops,No info,13882,2019,12,6,11,45,4,25,16,40
5143,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,No info,4878,2019,5,21,19,30,22,15,2,45
5144,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,4668,2019,6,27,9,45,12,35,2,50
5145,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,20,0,22,35,26,35
5146,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7005,2019,6,27,8,45,21,0,12,15
5147,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,21,2,15,12,35,10,20
5148,Air India,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9929,2019,6,15,3,50,19,15,15,25
5149,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,1,6,10,0,19,0,9,0
5150,Air India,2019-04-21,Delhi,Cochin,DEL → COK,non-stop,No info,6094,2019,4,21,5,10,8,0,2,50
5151,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,16736,2019,6,3,11,40,23,0,11,20
5152,Jet Airways,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,3,4,11,10,14,5,2,55
5153,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8882,2019,5,18,4,55,12,35,7,40
5154,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10197,2019,9,5,8,0,19,0,11,0
5155,IndiGo,2019-12-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,12,5,20,20,22,55,2,35
5156,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13628,2019,3,3,7,30,13,20,5,50
5157,Vistara,2019-05-27,Delhi,Cochin,DEL → COK,non-stop,No info,6216,2019,5,27,14,40,17,50,3,10
5158,Air India,2019-05-21,Delhi,Cochin,DEL → TRV → COK,1 stop,No info,7480,2019,5,21,5,15,6,50,25,35
5159,Air India,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,11936,2019,12,6,10,0,16,15,6,15
5160,SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,non-stop,No info,3859,2019,3,18,8,20,10,35,2,15
5161,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,12,5,20,0,10,5,14,5
5162,Vistara,2019-01-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,21730,2019,1,3,21,10,0,5,2,55
5163,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6628,2019,1,6,17,10,1,30,8,20
5164,Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,10151,2019,1,5,12,0,7,55,19,55
5165,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,11467,2019,5,21,17,0,14,25,21,25
5166,IndiGo,2019-06-15,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,7010,2019,6,15,5,10,10,5,4,55
5167,Jet Airways,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,3,4,17,45,20,45,3,0
